,title,link
51,A 15-metric ton meteorite crashed in Africa. Now 2 new minerals have been found in it,https://news.google.com/articles/CBMiX2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8xMi8yNC93b3JsZC9uZXctbWluZXJhbHMtZGlzY292ZXJlZC1pbi1lbC1hbGktbWV0ZW9yaXRlLXNjbi9pbmRleC5odG1s0gFjaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMi8xMi8yNC93b3JsZC9uZXctbWluZXJhbHMtZGlzY292ZXJlZC1pbi1lbC1hbGktbWV0ZW9yaXRlLXNjbi9pbmRleC5odG1s?hl=en-US&gl=US&ceid=US%3Aen
52,NASA ALERT! Devastating 180-foot asteroid hurtling towards Earth tomorrow,https://news.google.com/articles/CBMihgFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9uYXNhLWFsZXJ0LWRldmFzdGF0aW5nLTE4MC1mb290LWFzdGVyb2lkLWh1cnRsaW5nLXRvd2FyZHMtZWFydGgtdG9tb3Jyb3ctNzE2NjI2MTEwNDE2MjQuaHRtbNIBigFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL2FtcC90ZWNoL25ld3MvbmFzYS1hbGVydC1kZXZhc3RhdGluZy0xODAtZm9vdC1hc3Rlcm9pZC1odXJ0bGluZy10b3dhcmRzLWVhcnRoLXRvbW9ycm93LTcxNjYyNjExMDQxNjI0Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen
53,Possible naked-eye comet will visit Earth for 1st time since ...,https://news.google.com/articles/CBMiSmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9jb21ldC0yMDIyLWUzLXp0Zi1wb3NzaWJsZS1uYWtlZC1leWUtdmlzaWJpbGl0eS0yMDIz0gEA?hl=en-US&gl=US&ceid=US%3Aen
54,NASA warns AGAIN! Hazardous asteroid heading for Earth today,https://news.google.com/articles/CBMieWh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vdGVjaC9uZXdzL25hc2Etd2FybnMtYWdhaW4taGF6YXJkb3VzLWFzdGVyb2lkLWhlYWRpbmctZm9yLWVhcnRoLXRvZGF5LTcxNjYzODI5ODYwODI1Lmh0bWzSAX1odHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL2FtcC90ZWNoL25ld3MvbmFzYS13YXJucy1hZ2Fpbi1oYXphcmRvdXMtYXN0ZXJvaWQtaGVhZGluZy1mb3ItZWFydGgtdG9kYXktNzE2NjM4Mjk4NjA4MjUuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen
55,Mineral Samples May Have Just Revealed The Mysterious ...,https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LnNjaWVuY2VhbGVydC5jb20vbWluZXJhbC1zYW1wbGVzLW1heS1oYXZlLWp1c3QtcmV2ZWFsZWQtdGhlLW15c3RlcmlvdXMtYmlydGhwbGFjZS1vZi1hc3Rlcm9pZC1yeXVnddIBc2h0dHBzOi8vd3d3LnNjaWVuY2VhbGVydC5jb20vbWluZXJhbC1zYW1wbGVzLW1heS1oYXZlLWp1c3QtcmV2ZWFsZWQtdGhlLW15c3RlcmlvdXMtYmlydGhwbGFjZS1vZi1hc3Rlcm9pZC1yeXVndS9hbXA?hl=en-US&gl=US&ceid=US%3Aen
56,Set a calendar alert: NASA to broadcast first asteroid redirect on Monday,https://news.google.com/articles/CBMiXGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL3NjaWVuY2UvMjAyMi8wOS9uYXNhcy1kYXJ0LWFzdGVyb2lkLXJlZGlyZWN0aW9uLXRlc3Qtc2V0LWZvci1tb25kYXkv0gFgaHR0cHM6Ly9hcnN0ZWNobmljYS5jb20vc2NpZW5jZS8yMDIyLzA5L25hc2FzLWRhcnQtYXN0ZXJvaWQtcmVkaXJlY3Rpb24tdGVzdC1zZXQtZm9yLW1vbmRheS9hbXAv?hl=en-US&gl=US&ceid=US%3Aen
57,A rare bright green comet is visible from Earth as it makes its likely only appearance in recorded history. Here's how to see it.,https://news.google.com/articles/CBMiXWh0dHBzOi8vd3d3LmNic25ld3MuY29tL25ld3MvY29tZXQtZTMtZmlyc3QtbGlrZWx5LW9ubHktYXBwZWFyYW5jZS1pbi1yZWNvcmRlZC1oaXN0b3J5LWVhcnRoL9IBYWh0dHBzOi8vd3d3LmNic25ld3MuY29tL2FtcC9uZXdzL2NvbWV0LWUzLWZpcnN0LWxpa2VseS1vbmx5LWFwcGVhcmFuY2UtaW4tcmVjb3JkZWQtaGlzdG9yeS1lYXJ0aC8?hl=en-US&gl=US&ceid=US%3Aen
58,Paleontologist accused of faking data in dino-killing asteroid paper,https://news.google.com/articles/CBMiZmh0dHBzOi8vd3d3LnNjaWVuY2Uub3JnL2NvbnRlbnQvYXJ0aWNsZS9wYWxlb250b2xvZ2lzdC1hY2N1c2VkLWZha2luZy1kYXRhLWRpbm8ta2lsbGluZy1hc3Rlcm9pZC1wYXBlctIBAA?hl=en-US&gl=US&ceid=US%3Aen
59,"8 ways to stop an asteroid: Nuclear weapons, paint and Bruce Willis",https://news.google.com/articles/CBMiOmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9ob3ctc3RvcC1hc3Rlcm9pZC1mcm9tLWhpdHRpbmctZWFydGjSAQA?hl=en-US&gl=US&ceid=US%3Aen
60,Green comet streaks across the sky in 2023 for first time since Stone Age,https://news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lmt4YW4uY29tL25ld3Mvc2NpZW5jZS9ncmVlbi1jb21ldC1zdHJlYWtzLWFjcm9zcy10aGUtc2t5LWluLTIwMjMtZm9yLWZpcnN0LXRpbWUtc2luY2Utc3RvbmUtYWdlL9IBcGh0dHBzOi8vd3d3Lmt4YW4uY29tL25ld3Mvc2NpZW5jZS9ncmVlbi1jb21ldC1zdHJlYWtzLWFjcm9zcy10aGUtc2t5LWluLTIwMjMtZm9yLWZpcnN0LXRpbWUtc2luY2Utc3RvbmUtYWdlL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen
61,“Chance of Impact 100%” – Fifth Asteroid Ever Discovered Before Impact,https://news.google.com/articles/CBMiW2h0dHBzOi8vc2NpdGVjaGRhaWx5LmNvbS9jaGFuY2Utb2YtaW1wYWN0LTEwMC1maWZ0aC1hc3Rlcm9pZC1ldmVyLWRpc2NvdmVyZWQtYmVmb3JlLWltcGFjdC_SAV9odHRwczovL3NjaXRlY2hkYWlseS5jb20vY2hhbmNlLW9mLWltcGFjdC0xMDAtZmlmdGgtYXN0ZXJvaWQtZXZlci1kaXNjb3ZlcmVkLWJlZm9yZS1pbXBhY3QvYW1wLw?hl=en-US&gl=US&ceid=US%3Aen
62,Asteroid alert! Aircraft-sized asteroid charging towards at Earth at a fiery 53171 kmph,https://news.google.com/articles/CBMilAFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9hc3Rlcm9pZC1hbGVydC1haXJjcmFmdC1zaXplZC1hc3Rlcm9pZC1jaGFyZ2luZy10b3dhcmRzLWF0LWVhcnRoLWF0LWEtZmllcnktNTMxNzEta21waC03MTY3MjAxNjg2Njg4Ni5odG1s0gGYAWh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vYW1wL3RlY2gvbmV3cy9hc3Rlcm9pZC1hbGVydC1haXJjcmFmdC1zaXplZC1hc3Rlcm9pZC1jaGFyZ2luZy10b3dhcmRzLWF0LWVhcnRoLWF0LWEtZmllcnktNTMxNzEta21waC03MTY3MjAxNjg2Njg4Ni5odG1s?hl=en-US&gl=US&ceid=US%3Aen
63,Green comet seen from Earth for first time since Stone Age,https://news.google.com/articles/CBMia2h0dHBzOi8vd3d3LmNubi5jb20vdmlkZW9zL2J1c2luZXNzLzIwMjMvMDIvMDIvZ3JlZW4tY29tZXQtc3BhY2UtZWFydGgtc3RvbmUtYWdlLWNubnRtLWNwcm9nLWZpc2hlci12cHguY25u0gFvaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vdmlkZW9zL2J1c2luZXNzLzIwMjMvMDIvMDIvZ3JlZW4tY29tZXQtc3BhY2UtZWFydGgtc3RvbmUtYWdlLWNubnRtLWNwcm9nLWZpc2hlci12cHguY25u?hl=en-US&gl=US&ceid=US%3Aen
64,4.6 billion-year-old meteorite may reveal the origin of Earth's water,https://news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LmxpdmVzY2llbmNlLmNvbS91ay1kcml2ZXdheS1hc3Rlcm9pZC1jb3VsZC1leHBsYWluLW9jZWFuLW9yaWdpbnPSAQA?hl=en-US&gl=US&ceid=US%3Aen
65,"NASA’s Moon-Bound Megarocket Will Send a Spacecraft to an Asteroid, Too",https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnNjaWVudGlmaWNhbWVyaWNhbi5jb20vYXJ0aWNsZS9uYXNhcy1tb29uLWJvdW5kLW1lZ2Fyb2NrZXQtd2lsbC1zZW5kLWEtc3BhY2VjcmFmdC10by1hbi1hc3Rlcm9pZC10b28v0gF6aHR0cHM6Ly93d3cuc2NpZW50aWZpY2FtZXJpY2FuLmNvbS9hcnRpY2xlL25hc2FzLW1vb24tYm91bmQtbWVnYXJvY2tldC13aWxsLXNlbmQtYS1zcGFjZWNyYWZ0LXRvLWFuLWFzdGVyb2lkLXRvby8_YW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen
66,Astronomers trace fireball in Earth's skies to space rock that made it,https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3Lm5ld3NjaWVudGlzdC5jb20vYXJ0aWNsZS8yMzM5MTk1LWFzdHJvbm9tZXJzLXRyYWNlLWZpcmViYWxsLWluLWVhcnRocy1za2llcy10by1zcGFjZS1yb2NrLXRoYXQtbWFkZS1pdC_SAQA?hl=en-US&gl=US&ceid=US%3Aen
67,"Alert! Menacing asteroid to come as close to Earth as the Moon today, says NASA",https://news.google.com/articles/CBMiiwFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9hbGVydC1tZW5hY2luZy1hc3Rlcm9pZC10by1jb21lLWFzLWNsb3NlLXRvLWVhcnRoLWFzLXRoZS1tb29uLXRvZGF5LXNheXMtbmFzYS03MTY2NjU4NTYyMTAyOS5odG1s0gGPAWh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vYW1wL3RlY2gvbmV3cy9hbGVydC1tZW5hY2luZy1hc3Rlcm9pZC10by1jb21lLWFzLWNsb3NlLXRvLWVhcnRoLWFzLXRoZS1tb29uLXRvZGF5LXNheXMtbmFzYS03MTY2NjU4NTYyMTAyOS5odG1s?hl=en-US&gl=US&ceid=US%3Aen
68,See a rare green comet closest to the sun on Jan. 12 in livestream,https://news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LnNwYWNlLmNvbS9jb21ldC1jMjAyMi1lMy16dGYtY2xvc2VzdC10by1zdW4tdGh1cnNkYXktamFuLTEyLTIwMjPSAQA?hl=en-US&gl=US&ceid=US%3Aen
69,Could an asteroid destroy Earth?,https://news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LmxpdmVzY2llbmNlLmNvbS9hc3Rlcm9pZC1pbXBhY3QtZGVzdHJveS1lYXJ0aNIBAA?hl=en-US&gl=US&ceid=US%3Aen
70,"NASA Spacecraft Will Visit Apophis, Once Earth’s Deadliest Asteroid Threat",https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnNjaWVudGlmaWNhbWVyaWNhbi5jb20vYXJ0aWNsZS9uYXNhLXNwYWNlY3JhZnQtd2lsbC12aXNpdC1hcG9waGlzLW9uY2UtZWFydGgtcnNxdW8tcy1kZWFkbGllc3QtYXN0ZXJvaWQtdGhyZWF0L9IBhAFodHRwczovL3d3dy5zY2llbnRpZmljYW1lcmljYW4uY29tL2FydGljbGUvbmFzYS1zcGFjZWNyYWZ0LXdpbGwtdmlzaXQtYXBvcGhpcy1vbmNlLWVhcnRoLXJzcXVvLXMtZGVhZGxpZXN0LWFzdGVyb2lkLXRocmVhdC8_YW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen
71,Large asteroid RM4 to pass closely November 1,https://news.google.com/articles/CBMiS2h0dHBzOi8vZWFydGhza3kub3JnL3NwYWNlL2xhcmdlLWFzdGVyb2lkLXRvLXBhc3MtZWFydGgtb24tbm92ZW1iZXItMS0yMDIyL9IBAA?hl=en-US&gl=US&ceid=US%3Aen
72,"Alert! This asteroid will get even CLOSER than the moon to Earth, says NASA",https://news.google.com/articles/CBMihwFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9hbGVydC10aGlzLWFzdGVyb2lkLXdpbGwtZ2V0LWV2ZW4tY2xvc2VyLXRoYW4tdGhlLW1vb24tdG8tZWFydGgtc2F5cy1uYXNhLTcxNjcxMzQ2NjAwNjY5Lmh0bWzSAYsBaHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL2FsZXJ0LXRoaXMtYXN0ZXJvaWQtd2lsbC1nZXQtZXZlbi1jbG9zZXItdGhhbi10aGUtbW9vbi10by1lYXJ0aC1zYXlzLW5hc2EtNzE2NzEzNDY2MDA2NjkuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen
73,A Fireball That Exploded Over Canada Has Been Traced to a Very ...,https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LnNjaWVuY2VhbGVydC5jb20vYS1maXJlYmFsbC10aGF0LWV4cGxvZGVkLW92ZXItY2FuYWRhLWhhcy1iZWVuLXRyYWNlZC10by1hLXZlcnktdW5leHBlY3RlZC1vcmlnaW7SAXFodHRwczovL3d3dy5zY2llbmNlYWxlcnQuY29tL2EtZmlyZWJhbGwtdGhhdC1leHBsb2RlZC1vdmVyLWNhbmFkYS1oYXMtYmVlbi10cmFjZWQtdG8tYS12ZXJ5LXVuZXhwZWN0ZWQtb3JpZ2luL2FtcA?hl=en-US&gl=US&ceid=US%3Aen
74,Rare dark-streaked meteorites may come from a 'potentially ...,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9yYXJlLXN0cmVha2VkLW1ldGVvcml0ZXMtZnJvbS1oYXphcmRvdXMtYXN0ZXJvaWTSAQA?hl=en-US&gl=US&ceid=US%3Aen
75,A Giant Asteroid Bigger Than The Empire State Building Is About To ...,https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3LnNjaWVuY2VhbGVydC5jb20vYS1tYXNzaXZlLWFzdGVyb2lkLTItNXgtdGhlLWhlaWdodC1vZi1lbXBpcmUtc3RhdGUtYnVpbGRpbmctd2lsbC1zYWZlbHktcGFzcy1lYXJ0aC1uZXh0LXdlZWvSAX1odHRwczovL3d3dy5zY2llbmNlYWxlcnQuY29tL2EtbWFzc2l2ZS1hc3Rlcm9pZC0yLTV4LXRoZS1oZWlnaHQtb2YtZW1waXJlLXN0YXRlLWJ1aWxkaW5nLXdpbGwtc2FmZWx5LXBhc3MtZWFydGgtbmV4dC13ZWVrL2FtcA?hl=en-US&gl=US&ceid=US%3Aen
76,Asteroid discovered hours before Earth impact,https://news.google.com/articles/CBMiTWh0dHBzOi8vZWFydGhza3kub3JnL3NwYWNlL2FzdGVyb2lkLWRpc2NvdmVyZWQtaG91cnMtYmVmb3JlLWVhcnRoLWltcGFjdC1lYjUv0gEA?hl=en-US&gl=US&ceid=US%3Aen
77,The asteroid that formed Vredefort crater was bigger than previously believed,https://news.google.com/articles/CBMiTmh0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDIyLTA5LWFzdGVyb2lkLXZyZWRlZm9ydC1jcmF0ZXItYmlnZ2VyLXByZXZpb3VzbHkuaHRtbNIBTWh0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDIyLTA5LWFzdGVyb2lkLXZyZWRlZm9ydC1jcmF0ZXItYmlnZ2VyLXByZXZpb3VzbHkuYW1w?hl=en-US&gl=US&ceid=US%3Aen
78,NASA asteroid alert! Humongous 280-foot asteroid approaching Earth tomorrow!,https://news.google.com/articles/CBMiiAFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9uYXNhLWFzdGVyb2lkLWFsZXJ0LWh1bW9uZ291cy0yODAtZm9vdC1hc3Rlcm9pZC1hcHByb2FjaGluZy1lYXJ0aC10b21vcnJvdy03MTY2NTU2MTU3Mjc0NC5odG1s0gGMAWh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vYW1wL3RlY2gvbmV3cy9uYXNhLWFzdGVyb2lkLWFsZXJ0LWh1bW9uZ291cy0yODAtZm9vdC1hc3Rlcm9pZC1hcHByb2FjaGluZy1lYXJ0aC10b21vcnJvdy03MTY2NTU2MTU3Mjc0NC5odG1s?hl=en-US&gl=US&ceid=US%3Aen
79,NASA confident it will kill its DART spacecraft after asteroid collision,https://news.google.com/articles/CBMiZ2h0dHBzOi8vbnlwb3N0LmNvbS8yMDIyLzA5LzIzL25hc2EtY29uZmlkZW50LWl0LXdpbGwta2lsbC1pdHMtZGFydC1zcGFjZWNyYWZ0LWFmdGVyLWFzdGVyb2lkLWNvbGxpc2lvbi_SAWtodHRwczovL255cG9zdC5jb20vMjAyMi8wOS8yMy9uYXNhLWNvbmZpZGVudC1pdC13aWxsLWtpbGwtaXRzLWRhcnQtc3BhY2VjcmFmdC1hZnRlci1hc3Rlcm9pZC1jb2xsaXNpb24vYW1wLw?hl=en-US&gl=US&ceid=US%3Aen
80,NASA alert! Planet-killer 93-foot asteroid zooming towards Earth today; SHOCKING discovery,https://news.google.com/articles/CBMilgFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9uYXNhLWFsZXJ0LXBsYW5ldC1raWxsZXItOTMtZm9vdC1hc3Rlcm9pZC16b29taW5nLXRvd2FyZHMtZWFydGgtdG9kYXktc2hvY2tpbmctZGlzY292ZXJ5LTcxNjY0ODYxNzQ5MjcwLmh0bWzSAZoBaHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL25hc2EtYWxlcnQtcGxhbmV0LWtpbGxlci05My1mb290LWFzdGVyb2lkLXpvb21pbmctdG93YXJkcy1lYXJ0aC10b2RheS1zaG9ja2luZy1kaXNjb3ZlcnktNzE2NjQ4NjE3NDkyNzAuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen
81,Alert! NASA says hazardous asteroid set to come dangerously close to Earth today,https://news.google.com/articles/CBMijQFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9hbGVydC1uYXNhLXNheXMtaGF6YXJkb3VzLWFzdGVyb2lkLXNldC10by1jb21lLWRhbmdlcm91c2x5LWNsb3NlLXRvLWVhcnRoLXRvZGF5LTcxNjcwNDc1MTMzMDA3Lmh0bWzSAZEBaHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL2FsZXJ0LW5hc2Etc2F5cy1oYXphcmRvdXMtYXN0ZXJvaWQtc2V0LXRvLWNvbWUtZGFuZ2Vyb3VzbHktY2xvc2UtdG8tZWFydGgtdG9kYXktNzE2NzA0NzUxMzMwMDcuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen
82,"Dangerous asteroid hurtling towards Earth today, Sept 16; will it miss?",https://news.google.com/articles/CBMiggFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9kYW5nZXJvdXMtYXN0ZXJvaWQtaHVydGxpbmctdG93YXJkcy1lYXJ0aC10b2RheS1zZXB0LTE2LXdpbGwtaXQtbWlzcy03MTY2MzMwNTE2MTM3NC5odG1s0gGGAWh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vYW1wL3RlY2gvbmV3cy9kYW5nZXJvdXMtYXN0ZXJvaWQtaHVydGxpbmctdG93YXJkcy1lYXJ0aC10b2RheS1zZXB0LTE2LXdpbGwtaXQtbWlzcy03MTY2MzMwNTE2MTM3NC5odG1s?hl=en-US&gl=US&ceid=US%3Aen
83,"Asteroid, big as a house, set to whizz past Earth today! NASA issues this warning",https://news.google.com/articles/CBMijAFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9hc3Rlcm9pZC1iaWctYXMtYS1ob3VzZS1zZXQtdG8td2hpenotcGFzdC1lYXJ0aC10b2RheS1uYXNhLWlzc3Vlcy10aGlzLXdhcm5pbmctNzE2NjI1Mjc1MzQ4MTkuaHRtbNIBkAFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL2FtcC90ZWNoL25ld3MvYXN0ZXJvaWQtYmlnLWFzLWEtaG91c2Utc2V0LXRvLXdoaXp6LXBhc3QtZWFydGgtdG9kYXktbmFzYS1pc3N1ZXMtdGhpcy13YXJuaW5nLTcxNjYyNTI3NTM0ODE5Lmh0bWw?hl=en-US&gl=US&ceid=US%3Aen
84,NASA clocks asteroid heading for Earth at a fiery 30336 kmph,https://news.google.com/articles/CBMiemh0dHBzOi8vdGVjaC5oaW5kdXN0YW50aW1lcy5jb20vdGVjaC9uZXdzL25hc2EtY2xvY2tzLWFzdGVyb2lkLWhlYWRpbmctZm9yLWVhcnRoLWF0LWEtZmllcnktMzAzMzYta21waC03MTY2OTY5ODUxOTk3Ni5odG1s0gF-aHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL25hc2EtY2xvY2tzLWFzdGVyb2lkLWhlYWRpbmctZm9yLWVhcnRoLWF0LWEtZmllcnktMzAzMzYta21waC03MTY2OTY5ODUxOTk3Ni5odG1s?hl=en-US&gl=US&ceid=US%3Aen
85,Infamous asteroid Apophis 'rediscovered' as scientists test asteroid ...,https://news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9hc3Rlcm9pZC1hcG9waGlzLXJlZGlzY292ZXJlZC1wbGFuZXRhcnktZGVmZW5zZS1leGVyY2lzZdIBAA?hl=en-US&gl=US&ceid=US%3Aen
86,Did the asteroid that wiped out the dinosaurs have a sibling? Crater ...,https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LmxpdmVzY2llbmNlLmNvbS9lbmQtY3JldGFjZW91cy1hc3Rlcm9pZC1jcmF0ZXItYWZyaWNh0gEA?hl=en-US&gl=US&ceid=US%3Aen
87,The rise and fall of the riskiest asteroid in a decade,https://news.google.com/articles/CBMiaWh0dHBzOi8vd3d3LmVzYS5pbnQvU3BhY2VfU2FmZXR5L1BsYW5ldGFyeV9EZWZlbmNlL1RoZV9yaXNlX2FuZF9mYWxsX29mX3RoZV9yaXNraWVzdF9hc3Rlcm9pZF9pbl9hX2RlY2FkZdIBAA?hl=en-US&gl=US&ceid=US%3Aen
88,Asteroid Bennu is old before its time thanks to the sun,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9hc3Rlcm9pZC1iZW5udS1jcmFja3MtZnJvbS1zdW4tb3NpcmlzLXJleC1pbWFnZXPSAQA?hl=en-US&gl=US&ceid=US%3Aen
89,"Four dangerous asteroids whirling towards earth that might hit today, tells NASA",https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3Lndpb25ld3MuY29tL3NjaWVuY2UvZml2ZS1kYW5nZXJvdXMtYXN0ZXJvaWRzLXdoaXJsaW5nLXRvd2FyZHMtZWFydGgtdG9kYXktdGVsbHMtbmFzYS01MzY4MDLSAWtodHRwczovL3d3dy53aW9uZXdzLmNvbS9zY2llbmNlL2ZpdmUtZGFuZ2Vyb3VzLWFzdGVyb2lkcy13aGlybGluZy10b3dhcmRzLWVhcnRoLXRvZGF5LXRlbGxzLW5hc2EtNTM2ODAyL2FtcA?hl=en-US&gl=US&ceid=US%3Aen
90,"30,000 near-Earth asteroids discovered, and numbers are rising",https://news.google.com/articles/CBMiN2h0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDIyLTEwLW5lYXItZWFydGgtYXN0ZXJvaWRzLmh0bWzSATZodHRwczovL3BoeXMub3JnL25ld3MvMjAyMi0xMC1uZWFyLWVhcnRoLWFzdGVyb2lkcy5hbXA?hl=en-US&gl=US&ceid=US%3Aen
91,‘Insane’: Massive meteor lights up sky over western Washington,https://news.google.com/articles/CBMieWh0dHBzOi8vd3d3Lmtpbmc1LmNvbS9hcnRpY2xlL3RlY2gvc2NpZW5jZS9tZXRlb3ItYnVybnMtYnJpZ2h0bHktc2VhdHRsZS1vcmlvbmlkLzI4MS1hNGEzZTAwZS03MmZiLTRjOGUtOTJlZC03OTU1ZGM4ZjFkNznSAX1odHRwczovL3d3dy5raW5nNS5jb20vYW1wL2FydGljbGUvdGVjaC9zY2llbmNlL21ldGVvci1idXJucy1icmlnaHRseS1zZWF0dGxlLW9yaW9uaWQvMjgxLWE0YTNlMDBlLTcyZmItNGM4ZS05MmVkLTc5NTVkYzhmMWQ3OQ?hl=en-US&gl=US&ceid=US%3Aen
92,Watch a bus-sized asteroid pass safely by Earth today,https://news.google.com/articles/CBMiOmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9hc3Rlcm9pZC0yMDIyLW5mLWVhcnRoLWZseWJ5LXdlYmNhc3TSAQA?hl=en-US&gl=US&ceid=US%3Aen
93,Hubble Space Telescope sees twin 'tails' from asteroid impact,https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LnNwYWNlLmNvbS9odWJibGUtc3BhY2UtdGVsZXNjb3BlLWRhcnQtYXN0ZXJvaWQtZG91YmxlLXRhaWzSAQA?hl=en-US&gl=US&ceid=US%3Aen
94,"Asteroid danger! 59-foot space rock hurtling towards Earth, NASA reveals speed, distance",https://news.google.com/articles/CBMikwFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9hc3Rlcm9pZC1kYW5nZXItNTktZm9vdC1zcGFjZS1yb2NrLWh1cnRsaW5nLXRvd2FyZHMtZWFydGgtbmFzYS1yZXZlYWxzLXNwZWVkLWRpc3RhbmNlLTcxNjY4MTQwNTM4MzY0Lmh0bWzSAZcBaHR0cHM6Ly90ZWNoLmhpbmR1c3RhbnRpbWVzLmNvbS9hbXAvdGVjaC9uZXdzL2FzdGVyb2lkLWRhbmdlci01OS1mb290LXNwYWNlLXJvY2staHVydGxpbmctdG93YXJkcy1lYXJ0aC1uYXNhLXJldmVhbHMtc3BlZWQtZGlzdGFuY2UtNzE2NjgxNDA1MzgzNjQuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen
95,Speedy asteroid heading for Earth today! NASA says its travelling at ...,https://news.google.com/articles/CBMilAFodHRwczovL3RlY2guaGluZHVzdGFudGltZXMuY29tL3RlY2gvbmV3cy9zcGVlZHktYXN0ZXJvaWQtaGVhZGluZy1mb3ItZWFydGgtdG9kYXktbmFzYS1zYXlzLWl0cy10cmF2ZWxsaW5nLWF0LWEtZmllcnktMjM4NTIta21waC03MTY2ODk5NDA5ODM2Ny5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen
96,A unique stone skipping–like trajectory of asteroid Aletai,https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3LnNjaWVuY2Uub3JnL2RvaS8xMC4xMTI2L3NjaWFkdi5hYm04ODkw0gEA?hl=en-US&gl=US&ceid=US%3Aen
